"ID","Gene.title","Gene.symbol","Gene.ID","UniGene.title","UniGene.symbol","UniGene.ID","Nucleotide.Title","GI","GenBank.Accession","Platform_CLONEID","Platform_ORF","Platform_SPOTID","Chromosome.location","Chromosome.annotation","GO.Function","GO.Process","GO.Component","GO.Function.ID","GO.Process.ID","GO.Component.ID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"34929_at","TNF receptor superfamily member 8","TNFRSF8","943","","","","H.sapiens lymphocyte activation antigen CD30 mRNA, complete cds",180095,"M83554",NA,NA,"","1p36","Chromosome 1, NC_000001.11 (12063318..12144213)","transmembrane signaling receptor activity///tumor necrosis factor-activated receptor activity","apoptotic signaling pathway///cellular response to mechanical stimulus///immune response///inflammatory response///multicellular organism development///negative regulation of cell proliferation///positive regulation of TRAIL biosynthetic process///positive regulation of apoptotic process///positive regulation of tumor necrosis factor biosynthetic process///response to lipopolysaccharide///signal transduction///tumor necrosis factor-mediated signaling pathway","cytoplasm///extracellular exosome///integral component of plasma membrane","GO:0004888///GO:0005031","GO:0097190///GO:0071260///GO:0006955///GO:0006954///GO:0007275///GO:0008285///GO:0045556///GO:0043065///GO:0042535///GO:0032496///GO:0007165///GO:0033209","GO:0005737///GO:0070062///GO:0005887",-1.7423420088767,4.0473327549419,-4.1013794510631,0.00276863825660379,0.0388378422106921,-1.58420253571245
"33849_at","nicotinamide phosphoribosyltransferase","NAMPT","10135","","","","Human pre-B cell enhancing factor (PBEF) mRNA, complete cds",404012,"U02020",NA,NA,"","7q22.3","Chromosome 7, NC_000007.14 (106248285..106285732, complement)","cytokine activity///drug binding///nicotinamide phosphoribosyltransferase activity///nicotinate-nucleotide diphosphorylase (carboxylating) activity///protein binding///protein homodimerization activity","NAD biosynthetic process///NOT adipose tissue development///cell-cell signaling///circadian regulation of gene expression///circadian rhythm///female pregnancy///NOT insulin receptor signaling pathway///nicotinamide metabolic process///positive regulation of cell proliferation///positive regulation of nitric-oxide synthase biosynthetic process///positive regulation of smooth muscle cell proliferation///positive regulation of transcription from RNA polymerase II promoter///response to organic cyclic compound///signal transduction","cell junction///cytosol///extracellular exosome///extracellular space///nucleoplasm","GO:0005125///GO:0008144///GO:0047280///GO:0004514///GO:0005515///GO:0042803","GO:0009435///NOT GO:0060612///GO:0007267///GO:0032922///GO:0007623///GO:0007565///NOT GO:0008286///GO:0006769///GO:0008284///GO:0051770///GO:0048661///GO:0045944///GO:0014070///GO:0007165","GO:0030054///GO:0005829///GO:0070062///GO:0005615///GO:0005654",1.69685159124486,9.8110921043439,4.0997548463903,0.0027752945752118,0.0388880066726404,-1.58664971257451
"38158_at","extra spindle pole bodies like 1, separase","ESPL1","9700","","","","Homo sapiens mRNA for KIAA0165 gene, partial cds",1136391,"D79987",NA,NA,"","12q","Chromosome 12, NC_000012.12 (53268257..53293643)","catalytic activity///cysteine-type endopeptidase activity///cysteine-type peptidase activity///cysteine-type peptidase activity///protein binding","apoptotic process///cytokinesis///establishment of mitotic spindle localization///homologous chromosome segregation///meiotic chromosome separation///meiotic spindle organization///mitotic sister chromatid segregation///negative regulation of sister chromatid cohesion///positive regulation of mitotic metaphase/anaphase transition///positive regulation of mitotic sister chromatid separation///proteolysis","centrosome///cytoplasm///cytosol///mitotic spindle///nucleus","GO:0003824///GO:0004197///GO:0008234///GO:0008234///GO:0005515","GO:0006915///GO:0000910///GO:0040001///GO:0045143///GO:0051307///GO:0000212///GO:0000070///GO:0045875///GO:0045842///GO:1901970///GO:0006508","GO:0005813///GO:0005737///GO:0005829///GO:0072686///GO:0005634",1.26335102900171,7.77493109117402,4.09819972312166,0.00278168217738803,0.0389342987688735,-1.58899256086728
"38972_at","potassium channel tetramerization domain containing 12","KCTD12","115207","","","","Homo sapiens clone 24775 mRNA sequence",3360480,"AF052169",NA,NA,"","13q22.3","Chromosome 13, NC_000013.11 (76880169..76886405, complement)","poly(A) RNA binding","protein homooligomerization","cell junction///extracellular exosome///postsynaptic membrane///presynaptic membrane","GO:0044822","GO:0051260","GO:0030054///GO:0070062///GO:0045211///GO:0042734",-1.52000482724544,9.326402459627,-4.09481038808953,0.00279565801858953,0.0390433434565187,-1.59409984105408
"33873_at","vacuolar protein sorting 72 homolog","VPS72","6944","","","","Homo sapiens mRNA for YL-1 protein, complete cds",806519,"D43642",NA,NA,"","1q21","Chromosome 1, NC_000001.11 (151176300..151190213, complement)","DNA binding///protein binding","covalent chromatin modification///histone exchange///negative regulation of transcription from RNA polymerase II promoter///somatic stem cell population maintenance///transcription, DNA-templated","nucleoplasm///nucleus///protein complex","GO:0003677///GO:0005515","GO:0016569///GO:0043486///GO:0000122///GO:0035019///GO:0006351","GO:0005654///GO:0005634///GO:0043234",-1.06723664772122,8.64344803410264,-4.09326194595686,0.00280206784150081,0.0390896204408262,-1.59643365256365
"33386_at","H1 histone family member 0","H1F0","3005","","","","",NA,"",NA,NA,"","22q13.1","Chromosome 22, NC_000022.11 (37805107..37807436)","chromatin DNA binding///poly(A) RNA binding///protein binding","apoptotic DNA fragmentation///nucleosome assembly","Golgi apparatus///actin cytoskeleton///nuclear chromatin///nuclear euchromatin///nucleoplasm///nucleosome///nucleus","GO:0031490///GO:0044822///GO:0005515","GO:0006309///GO:0006334","GO:0005794///GO:0015629///GO:0000790///GO:0005719///GO:0005654///GO:0000786///GO:0005634",-1.57427119879528,7.02534082203119,-4.09223924041751,0.00280630993942453,0.0391055882839235,-1.59797525060696
"1986_at","RB transcriptional corepressor like 2","RBL2","5934","","","","H.sapiens mRNA for Rb2/p130 protein",397147,"X74594",NA,NA,"","16q12.2","Chromosome 16, NC_000016.10 (53434420..53491648)","DNA binding///promoter-specific chromatin binding///protein binding","DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest///covalent chromatin modification///negative regulation of gene expression///regulation of lipid kinase activity///regulation of transcription from RNA polymerase II promoter///transcription, DNA-templated","cytoplasm///extracellular exosome///nucleolus///nucleoplasm///nucleus///transcription factor complex","GO:0003677///GO:1990841///GO:0005515","GO:0006977///GO:0016569///GO:0010629///GO:0043550///GO:0006357///GO:0006351","GO:0005737///GO:0070062///GO:0005730///GO:0005654///GO:0005634///GO:0005667",-1.50502731672133,6.31493624129082,-4.0909777856569,0.00281155176817947,0.0391290682177433,-1.59987692601448
"33139_s_at","myeloid leukemia factor 1","MLF1","4291","","","","Homo sapiens t(3;5)(q25.1;p34) fusion gene NPM-MLF1 mRNA, complete cds",1066391,"L49054",NA,NA,"","3q25.1","Chromosome 3, NC_000003.12 (158571162..158606460)","DNA binding///protein binding///protein domain specific binding","cell cycle arrest///myeloid progenitor cell differentiation///transcription, DNA-templated","cytoplasm///cytoplasm///nucleus///nucleus","GO:0003677///GO:0005515///GO:0019904","GO:0007050///GO:0002318///GO:0006351","GO:0005737///GO:0005737///GO:0005634///GO:0005634",2.08151271746214,4.49454702014494,4.09034297785626,0.00281419357954146,0.0391290682177433,-1.60083399582347
"39876_at","ectonucleoside triphosphate diphosphohydrolase 6 (putative)","ENTPD6","955","","","","Homo sapiens CD39L2 (CD39L2) mRNA, complete cds",3335097,"AF039916",NA,NA,"","20p11.21","Chromosome 20, NC_000020.11 (25195670..25228075)","guanosine-5'-triphosphate,3'-diphosphate diphosphatase activity///nucleoside-triphosphatase activity///uridine-diphosphatase activity","response to calcium ion///response to magnesium ion","Golgi membrane///cell surface///extracellular exosome///extracellular space///integral component of membrane///plasma membrane","GO:0008894///GO:0017111///GO:0045134","GO:0051592///GO:0032026","GO:0000139///GO:0009986///GO:0070062///GO:0005615///GO:0016021///GO:0005886",-1.06725401583902,8.73447754657959,-4.0887340270304,0.00282090121991417,0.0391547386040625,-1.6032599772929
"38342_at","jade family PHD finger 2","JADE2","23338","","","","Homo sapiens mRNA for KIAA0239 gene",27529703,"D87076",NA,NA,"","5q31.1","Chromosome 5, NC_000005.10 (134524154..134583230)","protein binding///zinc ion binding","histone H3 acetylation///histone H4-K12 acetylation///NOT histone H4-K16 acetylation///histone H4-K5 acetylation///histone H4-K8 acetylation","extracellular exosome///histone acetyltransferase complex///nucleoplasm","GO:0005515///GO:0008270","GO:0043966///GO:0043983///NOT GO:0043984///GO:0043981///GO:0043982","GO:0070062///GO:0000123///GO:0005654",-1.20372524485904,7.83557881145998,-4.0875838993728,0.0028257064773362,0.0391547386040625,-1.6049943563885
"41733_at","SMG1P5, nonsense mediated mRNA decay associated PI3K related kinase pseudogene 5///bolA family member 2///SMG1P2, nonsense mediated mRNA decay associated PI3K related kinase pseudogene 2","SMG1P5///BOLA2///SMG1P2","595101///552900///440354","","","","",NA,"",NA,NA,"","16p11.2///16p11.2///16p11.2","Chromosome 16, NC_000016.10 (30285018..30335374, complement)///Chromosome 16, NC_000016.10 (29453588..29454964, complement)///Chromosome 16, NC_000016.10 (29545011..29613717, complement)","","","extracellular exosome","","","GO:0070062",1.14056532343807,8.00415077606428,4.08749719782489,0.00282606907120603,0.0391547386040625,-1.60512510849853
"32077_s_at","potassium voltage-gated channel subfamily Q member 1","KCNQ1","3784","","","","Homo sapiens slow delayed rectifier channel subunit mRNA, complete cds",2961248,"AF051426",NA,NA,"","11p15.5","Chromosome 11, NC_000011.10 (2444991..2849110)","calmodulin binding///delayed rectifier potassium channel activity///contributes_to delayed rectifier potassium channel activity///ion channel binding///outward rectifier potassium channel activity///phosphatidylinositol-4,5-bisphosphate binding///protein binding///protein kinase A catalytic subunit binding///protein kinase A regulatory subunit binding///protein phosphatase 1 binding///scaffold protein binding///voltage-gated potassium channel activity///contributes_to voltage-gated potassium channel activity///voltage-gated potassium channel activity involved in atrial cardiac muscle cell action potential repolarization///voltage-gated potassium channel activity involved in cardiac muscle cell action potential repolarization///voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization","atrial cardiac muscle cell action potential///cardiac conduction///cardiac muscle contraction///cardiovascular system development///cellular response to cAMP///cellular response to cAMP///cellular response to drug///cellular response to epinephrine stimulus///gene silencing///inner ear development///intestinal absorption///membrane repolarization during action potential///membrane repolarization during cardiac muscle cell action potential///membrane repolarization during cardiac muscle cell action potential///membrane repolarization during ventricular cardiac muscle cell action potential///positive regulation of cardiac muscle contraction///positive regulation of defense response to virus by host///positive regulation of heart rate///positive regulation of potassium ion transmembrane transport///potassium ion export///potassium ion export across plasma membrane///potassium ion transmembrane transport///regulation of atrial cardiac muscle cell membrane repolarization///regulation of gastric acid secretion///regulation of gene expression by genetic imprinting///regulation of heart contraction///regulation of heart rate by cardiac conduction///regulation of membrane repolarization///regulation of membrane repolarization///regulation of ventricular cardiac muscle cell membrane repolarization///renal absorption///sensory perception of sound///ventricular cardiac muscle cell action potential///xenophagy","basolateral plasma membrane///cytoplasm///cytoplasmic vesicle membrane///early endosome///colocalizes_with early endosome///endoplasmic reticulum///colocalizes_with endoplasmic reticulum///ion channel complex///late endosome///lysosome///membrane raft///plasma membrane///plasma membrane///voltage-gated potassium channel complex///voltage-gated potassium channel complex","GO:0005516///GO:0005251///contributes_to GO:0005251///GO:0044325///GO:0015271///GO:0005546///GO:0005515///GO:0034236///GO:0034237///GO:0008157///GO:0097110///GO:0005249///contributes_to GO:0005249///GO:0086089///GO:0086008///GO:1902282","GO:0086014///GO:0061337///GO:0060048///GO:0072358///GO:0071320///GO:0071320///GO:0035690///GO:0071872///GO:0016458///GO:0048839///GO:0050892///GO:0086011///GO:0086013///GO:0086013///GO:0098915///GO:0060452///GO:0002230///GO:0010460///GO:1901381///GO:0071435///GO:0097623///GO:0071805///GO:0060372///GO:0060453///GO:0006349///GO:0008016///GO:0086091///GO:0060306///GO:0060306///GO:0060307///GO:0070293///GO:0007605///GO:0086005///GO:0098792","GO:0016323///GO:0005737///GO:0030659///GO:0005769///colocalizes_with GO:0005769///GO:0005783///colocalizes_with GO:0005783///GO:0034702///GO:0005770///GO:0005764///GO:0045121///GO:0005886///GO:0005886///GO:0008076///GO:0008076",-2.58608882477612,3.74811855834925,-4.08692930511035,0.00282844527579446,0.0391547386040625,-1.60598155607192
"32207_at","membrane palmitoylated protein 1","MPP1","4354","","","","Human palmitoylated erythrocyte membrane protein (MPP1) mRNA, complete cds",189785,"M64925",NA,NA,"","Xq28","Chromosome X, NC_000023.11 (154778684..154805527, complement)","guanylate kinase activity///protein binding","GDP metabolic process///GMP metabolic process///regulation of neutrophil chemotaxis///signal transduction","cortical cytoskeleton///integral component of plasma membrane///intracellular///membrane///stereocilium","GO:0004385///GO:0005515","GO:0046710///GO:0046037///GO:0090022///GO:0007165","GO:0030863///GO:0005887///GO:0005622///GO:0016020///GO:0032420",-1.02218164845335,10.5521989032174,-4.08546819323658,0.00283456871159238,0.03916417576527,-1.60818527953558
"32950_at","POU class 6 homeobox 2","POU6F2","11281","","","","Human retina-derived POU-domain factor-1 mRNA, alternatively spliced, complete cds",1890303,"U91935",NA,NA,"","7p14.1","Chromosome 7, NC_000007.14 (38977878..39468601)","DNA binding///transcription factor activity, sequence-specific DNA binding","central nervous system development///ganglion mother cell fate determination///regulation of transcription, DNA-templated///transcription from RNA polymerase II promoter///visual perception","nucleus","GO:0003677///GO:0003700","GO:0007417///GO:0007402///GO:0006355///GO:0006366///GO:0007601","GO:0005634",1.93685110070987,3.54093054696704,4.08528648655941,0.00283533121975895,0.03916417576527,-1.60845935880729
"39425_at","thioredoxin reductase 1","TXNRD1","7296","","","","H.sapiens mRNA for thioredoxin reductase",1237037,"X91247",NA,NA,"","12q23.3","Chromosome 12, NC_000012.12 (104215779..104350307)","electron carrier activity///flavin adenine dinucleotide binding///methylseleninic acid reductase activity///methylselenol reductase activity///protein binding///protein disulfide oxidoreductase activity///thioredoxin-disulfide reductase activity","cell proliferation///cell redox homeostasis///cellular oxidant detoxification///mesoderm formation///nucleobase-containing small molecule interconversion///oxidation-reduction process///response to reactive oxygen species///selenium compound metabolic process///signal transduction","cytosol///extracellular exosome///mitochondrion///nucleus","GO:0009055///GO:0050660///GO:0098626///GO:0098625///GO:0005515///GO:0015035///GO:0004791","GO:0008283///GO:0045454///GO:0098869///GO:0001707///GO:0015949///GO:0055114///GO:0000302///GO:0001887///GO:0007165","GO:0005829///GO:0070062///GO:0005739///GO:0005634",1.50768517946151,12.1695429945873,4.08451351475992,0.00283857733477249,0.0391661626792379,-1.60962532875827
"1131_at","mitogen-activated protein kinase kinase 2","MAP2K2","5605","","","","Homosapiens ERK activator kinase (MEK2) mRNA",307184,"L11285",NA,NA,"","19p13.3","Chromosome 19, NC_000019.10 (4090321..4124184, complement)","ATP binding///MAP kinase kinase activity///PDZ domain binding///metal ion binding///protein binding///protein complex scaffold///protein serine/threonine kinase activator activity///protein serine/threonine kinase activity///protein serine/threonine/tyrosine kinase activity///protein tyrosine kinase activity///receptor signaling protein serine/threonine kinase activity///scaffold protein binding","ERK1 and ERK2 cascade///MAPK cascade///activation of MAPK activity///epithelial cell proliferation involved in lung morphogenesis///face development///heart development///negative regulation of gene expression///peptidyl-serine autophosphorylation///peptidyl-tyrosine phosphorylation///positive regulation of ERK1 and ERK2 cascade///positive regulation of axonogenesis///positive regulation of cell motility///positive regulation of production of miRNAs involved in gene silencing by miRNA///positive regulation of protein serine/threonine kinase activity///positive regulation of transcription, DNA-templated///proteolysis in other organism///regulation of Golgi inheritance///regulation of axon regeneration///regulation of early endosome to late endosome transport///regulation of stress-activated MAPK cascade///thymus development///thyroid gland development///trachea formation","Golgi apparatus///Golgi apparatus///cell cortex///cell-cell junction///cytoplasm///cytoplasmic side of plasma membrane///cytosol///early endosome///endoplasmic reticulum///extracellular region///focal adhesion///late endosome///microtubule///mitochondrion///nucleus///perinuclear region of cytoplasm///peroxisomal membrane","GO:0005524///GO:0004708///GO:0030165///GO:0046872///GO:0005515///GO:0032947///GO:0043539///GO:0004674///GO:0004712///GO:0004713///GO:0004702///GO:0097110","GO:0070371///GO:0000165///GO:0000187///GO:0060502///GO:0060324///GO:0007507///GO:0010629///GO:0036289///GO:0018108///GO:0070374///GO:0050772///GO:2000147///GO:1903800///GO:0071902///GO:0045893///GO:0035897///GO:0090170///GO:0048679///GO:2000641///GO:0032872///GO:0048538///GO:0030878///GO:0060440","GO:0005794///GO:0005794///GO:0005938///GO:0005911///GO:0005737///GO:0009898///GO:0005829///GO:0005769///GO:0005783///GO:0005576///GO:0005925///GO:0005770///GO:0005874///GO:0005739///GO:0005634///GO:0048471///GO:0005778",-1.56739535707676,8.14741427792253,-4.08117873056629,0.00285262725830912,0.0392741757209952,-1.61465651714284
"33713_at","translocase of inner mitochondrial membrane 17 homolog B (yeast)","TIMM17B","10245","","","","Homo sapiens mRNA for (JM3) preprotein translocase, complete CDS (clone IMAGE 345224 and LLOXNC01U138D3 (Baylor College))",3114823,"AJ005895",NA,NA,"","Xp11.23","Chromosome X, NC_000023.11 (48893447..48898143, complement)","P-P-bond-hydrolysis-driven protein transmembrane transporter activity///contributes_to protein channel activity","protein import into mitochondrial matrix///protein targeting to mitochondrion","integral component of mitochondrial inner membrane///mitochondrial inner membrane///mitochondrial inner membrane presequence translocase complex","GO:0015450///contributes_to GO:0015266","GO:0030150///GO:0006626","GO:0031305///GO:0005743///GO:0005744",-2.40657481435939,7.17454633008972,-4.07561055785067,0.00287625198376308,0.039487754777782,-1.62306053205857
"31720_s_at","fibronectin 1","FN1","2335","","","","Human cellular fibronectin mRNA",182696,"M10905",NA,NA,"","2q34","Chromosome 2, NC_000002.12 (215360440..215436167, complement)","collagen binding///heparin binding///identical protein binding///integrin binding///integrin binding///integrin binding///mercury ion binding///peptidase activator activity///protease binding///protein binding","acute-phase response///angiogenesis///calcium-independent cell-matrix adhesion///cell activation///cell adhesion///cell-substrate junction assembly///cellular response to BMP stimulus///cellular response to glucose stimulus///cellular response to interleukin-1///cellular response to lipopolysaccharide///cellular response to mercury ion///cellular response to platelet-derived growth factor stimulus///cellular response to prostaglandin E stimulus///cellular response to transforming growth factor beta stimulus///cellular response to vascular endothelial growth factor stimulus///endodermal cell differentiation///extracellular matrix disassembly///extracellular matrix organization///glial cell migration///integrin activation///leukocyte migration///negative regulation of apoptotic process///negative regulation of transforming growth factor-beta secretion///peptide cross-linking///platelet degranulation///positive regulation of axon extension///positive regulation of cell proliferation///positive regulation of chemotaxis///positive regulation of fibroblast proliferation///positive regulation of gene expression///positive regulation of peptidase activity///positive regulation of substrate-dependent cell migration, cell attachment to substrate///regulation of ERK1 and ERK2 cascade///regulation of cell shape///regulation of protein phosphorylation///response to glucocorticoid///response to ischemia///response to ozone///response to wounding///substrate adhesion-dependent cell spreading///substrate adhesion-dependent cell spreading///wound healing","apical plasma membrane///basal lamina///blood microparticle///endoplasmic reticulum-Golgi intermediate compartment///extracellular exosome///extracellular matrix///colocalizes_with extracellular matrix///colocalizes_with extracellular matrix///extracellular region///extracellular region///extracellular space///fibrinogen complex///platelet alpha granule lumen","GO:0005518///GO:0008201///GO:0042802///GO:0005178///GO:0005178///GO:0005178///GO:0045340///GO:0016504///GO:0002020///GO:0005515","GO:0006953///GO:0001525///GO:0007161///GO:0001775///GO:0007155///GO:0007044///GO:0071773///GO:0071333///GO:0071347///GO:0071222///GO:0071288///GO:0036120///GO:0071380///GO:0071560///GO:0035924///GO:0035987///GO:0022617///GO:0030198///GO:0008347///GO:0033622///GO:0050900///GO:0043066///GO:2001202///GO:0018149///GO:0002576///GO:0045773///GO:0008284///GO:0050921///GO:0048146///GO:0010628///GO:0010952///GO:1904237///GO:0070372///GO:0008360///GO:0001932///GO:0051384///GO:0002931///GO:0010193///GO:0009611///GO:0034446///GO:0034446///GO:0042060","GO:0016324///GO:0005605///GO:0072562///GO:0005793///GO:0070062///GO:0031012///colocalizes_with GO:0031012///colocalizes_with GO:0031012///GO:0005576///GO:0005576///GO:0005615///GO:0005577///GO:0031093",2.29823591308992,12.1436682234247,4.07529056945233,0.00287761594662761,0.039487754777782,-1.62354361473409
"36892_at","integrin subunit alpha 7","ITGA7","3679","","","","Homo sapiens integrin alpha-7 mRNA, complete cds",3930582,"AF072132",NA,NA,"","12q13","Chromosome 12, NC_000012.12 (55684568..55716037, complement)","metal ion binding///protein binding","cell-matrix adhesion///endodermal cell differentiation///extracellular matrix organization///heterotypic cell-cell adhesion///integrin-mediated signaling pathway///muscle organ development///regulation of cell shape","cell surface///integrin complex///plasma membrane","GO:0046872///GO:0005515","GO:0007160///GO:0035987///GO:0030198///GO:0034113///GO:0007229///GO:0007517///GO:0008360","GO:0009986///GO:0008305///GO:0005886",3.188181705402,7.68132492924487,4.07457905789029,0.00288065125943265,0.039487754777782,-1.62461782423457
"40564_at","nucleoporin 50","NUP50","10762","","","","yw69e06.r1 Soares_placenta_8to9weeks_2NbHP8to9W Homo sapiens cDNA clone IMAGE:257506 5-, mRNA sequence",1166038,"N42007",NA,NA,"","22q13.31","Chromosome 22, NC_000022.11 (45163845..45188011)","Ran GTPase binding///protein binding","gene silencing by RNA///intracellular transport of virus///mRNA export from nucleus///mitotic nuclear envelope disassembly///protein import into nucleus///protein sumoylation///regulation of cellular response to heat///regulation of glucose transport///tRNA export from nucleus///viral process///viral transcription","cytoplasm///nuclear membrane///nuclear pore///nucleoplasm///nucleoplasm","GO:0008536///GO:0005515","GO:0031047///GO:0075733///GO:0006406///GO:0007077///GO:0006606///GO:0016925///GO:1900034///GO:0010827///GO:0006409///GO:0016032///GO:0019083","GO:0005737///GO:0031965///GO:0005643///GO:0005654///GO:0005654",1.02015241425195,7.76532339232625,4.0709220290401,0.00289630601584098,0.0396592879067163,-1.63014011410481
"706_at","nuclear receptor subfamily 3 group C member 1","NR3C1","2908","","","","",NA,"",NA,NA,"TIGR: HG4582-HT4987","5q31.3","Chromosome 5, NC_000005.10 (143277931..143435512, complement)","RNA binding///RNA polymerase II core promoter proximal region sequence-specific DNA binding///glucocorticoid receptor activity///glucocorticoid-activated RNA polymerase II transcription factor binding transcription factor activity///protein binding///protein complex binding///steroid binding///steroid hormone binding///transcription factor activity, sequence-specific DNA binding///transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding///zinc ion binding","apoptotic process///cell division///cellular response to steroid hormone stimulus///chromosome segregation///covalent chromatin modification///glucocorticoid mediated signaling pathway///glucocorticoid receptor signaling pathway///mitotic nuclear division///positive regulation of transcription from RNA polymerase II promoter///regulation of transcription, DNA-templated///signal transduction///transcription from RNA polymerase II promoter///transcription initiation from RNA polymerase II promoter///transcription, DNA-templated","cytoplasm///microtubule organizing center///mitochondrial matrix///nucleoplasm///nucleoplasm///nucleus///protein complex///spindle","GO:0003723///GO:0000978///GO:0004883///GO:0038051///GO:0005515///GO:0032403///GO:0005496///GO:1990239///GO:0003700///GO:0001077///GO:0008270","GO:0006915///GO:0051301///GO:0071383///GO:0007059///GO:0016569///GO:0043402///GO:0042921///GO:0007067///GO:0045944///GO:0006355///GO:0007165///GO:0006366///GO:0006367///GO:0006351","GO:0005737///GO:0005815///GO:0005759///GO:0005654///GO:0005654///GO:0005634///GO:0043234///GO:0005819",1.23346407269754,7.82184868858833,4.06933690444523,0.00290311960753562,0.0396751113117907,-1.63253428234554
"41625_at","mediator complex subunit 13","MED13","9969","","","","Homo sapiens mRNA for KIAA0593 protein, partial cds",34327961,"AB011165",NA,NA,"","17q23.2","Chromosome 17, NC_000017.11 (61942605..62065983, complement)","RNA polymerase II transcription cofactor activity///ligand-dependent nuclear receptor transcription coactivator activity///receptor activity///thyroid hormone receptor binding///transcription coactivator activity///transcription cofactor activity///vitamin D receptor binding","androgen receptor signaling pathway///cholesterol homeostasis///intracellular steroid hormone receptor signaling pathway///negative regulation of thyroid hormone receptor activity///positive regulation of transcription from RNA polymerase II promoter///positive regulation of transcription, DNA-templated///transcription initiation from RNA polymerase II promoter///transcription initiation from RNA polymerase II promoter///triglyceride homeostasis","mediator complex///membrane///nucleoplasm///nucleoplasm///nucleus","GO:0001104///GO:0030374///GO:0004872///GO:0046966///GO:0003713///GO:0003712///GO:0042809","GO:0030521///GO:0042632///GO:0030518///GO:1904168///GO:0045944///GO:0045893///GO:0006367///GO:0006367///GO:0070328","GO:0016592///GO:0016020///GO:0005654///GO:0005654///GO:0005634",1.37316855028315,10.0577928276667,4.06919120157588,0.00290374676056195,0.0396751113117907,-1.63275436838961
"38429_at","fatty acid synthase","FASN","2194","","","","Human breast carcinoma fatty acid synthase mRNA, complete cds",915391,"U29344",NA,NA,"","17q25","Chromosome 17, NC_000017.11 (82078338..82098303, complement)","3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity///3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity///3-oxo-pimeloyl-[acp] methyl ester reductase activity///3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity///3-oxoacyl-[acyl-carrier-protein] synthase activity///NADPH binding///[acyl-carrier-protein] S-acetyltransferase activity///[acyl-carrier-protein] S-malonyltransferase activity///cadherin binding involved in cell-cell adhesion///drug binding///enoyl-[acyl-carrier-protein] reductase (NADPH, A-specific) activity///enoyl-[acyl-carrier-protein] reductase (NADPH, B-specific) activity///fatty acid synthase activity///myristoyl-[acyl-carrier-protein] hydrolase activity///oleoyl-[acyl-carrier-protein] hydrolase activity///palmitoyl-[acyl-carrier-protein] hydrolase activity///phosphopantetheine binding///poly(A) RNA binding///protein binding///protein homodimerization activity","acetyl-CoA metabolic process///cell-cell adhesion///cellular response to interleukin-4///fatty acid biosynthetic process///fatty acid metabolic process///long-chain fatty-acyl-CoA biosynthetic process///mammary gland development///osteoblast differentiation///oxidation-reduction process///pantothenate metabolic process///positive regulation of cellular metabolic process","Golgi apparatus///cell-cell adherens junction///cytoplasm///cytosol///extracellular exosome///glycogen granule///melanosome///membrane///mitochondrion///plasma membrane","GO:0047451///GO:0004317///GO:0102132///GO:0004316///GO:0004315///GO:0070402///GO:0004313///GO:0004314///GO:0098641///GO:0008144///GO:0047117///GO:0004319///GO:0004312///GO:0016295///GO:0004320///GO:0016296///GO:0031177///GO:0044822///GO:0005515///GO:0042803","GO:0006084///GO:0098609///GO:0071353///GO:0006633///GO:0006631///GO:0035338///GO:0030879///GO:0001649///GO:0055114///GO:0015939///GO:0031325","GO:0005794///GO:0005913///GO:0005737///GO:0005829///GO:0070062///GO:0042587///GO:0042470///GO:0016020///GO:0005739///GO:0005886",-1.74230112737903,7.04890147135602,-4.06197680468262,0.00293498088075484,0.0400585228319242,-1.64365533899173
